Test Date,County,Number Positive,Number Tests
6/25/2020,New York,58.00,6504.00
6/26/2020,New York,81.00,8749.00
6/27/2020,New York,49.00,5886.00
6/28/2020,New York,21.00,4009.00
6/29/2020,New York,46.00,5287.00
6/30/2020,New York,71.00,6206.00
7/1/2020,New York,78.00,7185.00
7/2/2020,New York,102.00,7062.00
7/3/2020,New York,62.00,6201.00
7/4/2020,New York,44.00,5736.00
7/5/2020,New York,66.00,7734.00
7/6/2020,New York,50.00,6251.00
7/7/2020,New York,53.00,6976.00
7/8/2020,New York,56.00,6504.00
7/9/2020,New York,80.00,8363.00
7/10/2020,New York,56.00,8216.00
7/11/2020,New York,72.00,6860.00
7/12/2020,New York,65.00,5419.00
7/13/2020,New York,61.00,5426.00
7/14/2020,New York,79.00,6910.00
7/15/2020,New York,74.00,7547.00
7/16/2020,New York,74.00,8266.00
7/17/2020,New York,85.00,7329.00
7/18/2020,New York,56.00,5436.00
7/19/2020,New York,65.00,5935.00
7/20/2020,New York,71.00,6705.00
7/21/2020,New York,76.00,7540.00
7/22/2020,New York,90.00,7521.00
7/23/2020,New York,64.00,7406.00
7/24/2020,New York,64.00,7262.00
7/25/2020,New York,32.00,4957.00
7/26/2020,New York,57.00,5377.00
7/27/2020,New York,30.00,5657.00
7/28/2020,New York,49.00,6548.00
7/29/2020,New York,70.00,7387.00
7/30/2020,New York,59.00,7859.00
7/31/2020,New York,60.00,9505.00
8/1/2020,New York,46.00,6825.00
8/2/2020,New York,57.00,6704.00
8/3/2020,New York,56.00,6757.00
8/4/2020,New York,57.00,6803.00
8/5/2020,New York,65.00,7634.00
8/6/2020,New York,60.00,7423.00
8/7/2020,New York,62.00,7852.00
8/8/2020,New York,43.00,7178.00
8/9/2020,New York,52.00,6513.00
8/10/2020,New York,55.00,6639.00
8/11/2020,New York,76.00,11421.00
8/12/2020,New York,70.00,10009.00
8/13/2020,New York,62.00,9097.00
8/14/2020,New York,63.00,10048.00
8/15/2020,New York,56.00,8885.00
8/16/2020,New York,43.00,6499.00
8/17/2020,New York,64.00,6304.00
8/18/2020,New York,36.00,7227.00
8/19/2020,New York,62.00,8868.00
8/20/2020,New York,58.00,13086.00
8/21/2020,New York,47.00,10873.00
8/22/2020,New York,44.00,8758.00
8/23/2020,New York,44.00,7076.00
8/24/2020,New York,41.00,6310.00
8/25/2020,New York,48.00,6958.00
8/26/2020,New York,50.00,8610.00
8/27/2020,New York,42.00,10799.00
8/28/2020,New York,36.00,10387.00
8/29/2020,New York,62.00,12710.00
8/30/2020,New York,44.00,8524.00
8/31/2020,New York,46.00,8300.00
9/1/2020,New York,53.00,9626.00
9/2/2020,New York,33.00,10431.00
9/3/2020,New York,59.00,11922.00
9/4/2020,New York,62.00,11623.00
9/5/2020,New York,54.00,10016.00
9/6/2020,New York,16.00,5522.00
9/7/2020,New York,19.00,5232.00
9/8/2020,New York,39.00,6601.00
9/9/2020,New York,51.00,7682.00
9/10/2020,New York,52.00,10273.00
9/11/2020,New York,40.00,11620.00
9/12/2020,New York,34.00,7538.00
9/13/2020,New York,51.00,8093.00
9/14/2020,New York,44.00,6557.00
9/15/2020,New York,63.00,8840.00
9/16/2020,New York,57.00,8958.00
9/17/2020,New York,46.00,10383.00
9/18/2020,New York,73.00,11603.00
9/19/2020,New York,59.00,10763.00
9/20/2020,New York,35.00,7038.00
9/21/2020,New York,41.00,8274.00
9/22/2020,New York,41.00,6599.00
9/23/2020,New York,50.00,8567.00
9/24/2020,New York,50.00,9692.00
9/25/2020,New York,48.00,10299.00
9/26/2020,New York,36.00,9082.00
9/27/2020,New York,47.00,5700.00
9/28/2020,New York,79.00,10863.00
9/29/2020,New York,64.00,11148.00
9/30/2020,New York,65.00,9545.00
10/1/2020,New York,72.00,10456.00
10/2/2020,New York,93.00,13510.00
10/3/2020,New York,72.00,10817.00
10/4/2020,New York,72.00,10249.00
10/5/2020,New York,70.00,9469.00
10/6/2020,New York,46.00,8754.00
10/7/2020,New York,93.00,12926.00
10/8/2020,New York,73.00,14289.00
10/9/2020,New York,79.00,13048.00
10/10/2020,New York,46.00,11342.00
10/11/2020,New York,66.00,10326.00
10/12/2020,New York,93.00,10160.00
10/13/2020,New York,68.00,9044.00
10/14/2020,New York,68.00,12332.00
10/15/2020,New York,98.00,13546.00
10/16/2020,New York,136.00,18142.00
10/17/2020,New York,120.00,18831.00
10/18/2020,New York,63.00,8282.00
10/19/2020,New York,71.00,7273.00
10/20/2020,New York,124.00,13942.00
10/21/2020,New York,96.00,11839.00
10/22/2020,New York,114.00,13307.00
10/23/2020,New York,151.00,15257.00
10/24/2020,New York,113.00,12193.00
10/25/2020,New York,66.00,7380.00
10/26/2020,New York,108.00,9720.00
10/27/2020,New York,179.00,13877.00
10/28/2020,New York,148.00,20355.00
10/29/2020,New York,176.00,15072.00
10/30/2020,New York,115.00,14447.00
10/31/2020,New York,197.00,22188.00
11/1/2020,New York,102.00,11785.00
11/2/2020,New York,166.00,15443.00
11/3/2020,New York,120.00,13877.00
11/4/2020,New York,178.00,15464.00
11/5/2020,New York,152.00,15129.00
11/6/2020,New York,211.00,16536.00
11/7/2020,New York,299.00,17972.00
11/8/2020,New York,231.00,11886.00
11/9/2020,New York,213.00,11968.00
11/10/2020,New York,284.00,14826.00
11/11/2020,New York,338.00,17687.00
11/12/2020,New York,349.00,20508.00
11/13/2020,New York,345.00,18804.00
11/14/2020,New York,275.00,16883.00
11/15/2020,New York,251.00,15673.00
11/16/2020,New York,361.00,15763.00
11/17/2020,New York,321.00,14303.00
11/18/2020,New York,355.00,19969.00
11/19/2020,New York,357.00,20972.00
11/20/2020,New York,376.00,18975.00
11/21/2020,New York,358.00,25139.00
11/22/2020,New York,310.00,21630.00
11/23/2020,New York,317.00,18411.00
11/24/2020,New York,302.00,19753.00
11/25/2020,New York,464.00,30490.00
11/26/2020,New York,471.00,28017.00
11/27/2020,New York,384.00,17701.00
11/28/2020,New York,428.00,15602.00
11/29/2020,New York,412.00,13274.00
11/30/2020,New York,429.00,14565.00
12/1/2020,New York,457.00,18739.00
12/2/2020,New York,530.00,20304.00
12/3/2020,New York,593.00,20865.00
12/4/2020,New York,543.00,23032.00
12/5/2020,New York,527.00,25406.00
12/6/2020,New York,441.00,17668.00
12/7/2020,New York,410.00,14257.00
12/8/2020,New York,535.00,20681.00
12/9/2020,New York,512.00,19269.00
12/10/2020,New York,560.00,22758.00
12/11/2020,New York,685.00,26286.00
12/12/2020,New York,539.00,22650.00
12/13/2020,New York,522.00,17272.00
12/14/2020,New York,620.00,18997.00
12/15/2020,New York,527.00,15895.00
12/16/2020,New York,554.00,20807.00
12/17/2020,New York,732.00,29963.00
12/18/2020,New York,515.00,19165.00
12/19/2020,New York,486.00,23257.00
12/20/2020,New York,621.00,19393.00
12/21/2020,New York,593.00,17901.00
12/22/2020,New York,624.00,23934.00
12/23/2020,New York,641.00,25796.00
12/24/2020,New York,628.00,25028.00
12/25/2020,New York,581.00,22796.00
12/26/2020,New York,410.00,10883.00
12/27/2020,New York,389.00,10177.00
12/28/2020,New York,559.00,15259.00
12/29/2020,New York,589.00,14412.00
12/30/2020,New York,768.00,21751.00
12/31/2020,New York,736.00,22258.00
1/1/2021,New York,744.00,19366.00
1/2/2021,New York,416.00,10376.00
1/3/2021,New York,441.00,11236.00
1/4/2021,New York,645.00,13666.00
1/5/2021,New York,826.00,17028.00
1/6/2021,New York,906.00,23741.00
1/7/2021,New York,978.00,26143.00
1/8/2021,New York,854.00,27881.00
1/9/2021,New York,873.00,28118.00
1/10/2021,New York,825.00,22201.00
1/11/2021,New York,793.00,17061.00
1/12/2021,New York,754.00,16902.00
1/13/2021,New York,796.00,22169.00
1/14/2021,New York,1066.00,32603.00
1/15/2021,New York,997.00,29886.00
1/16/2021,New York,870.00,27827.00
1/17/2021,New York,671.00,19218.00
1/18/2021,New York,688.00,16539.00
1/19/2021,New York,722.00,14336.00
1/20/2021,New York,717.00,18234.00
1/21/2021,New York,932.00,28980.00
1/22/2021,New York,856.00,28276.00
1/23/2021,New York,814.00,28900.00
1/24/2021,New York,916.00,24684.00
1/25/2021,New York,850.00,18151.00
1/26/2021,New York,686.00,20554.00
1/27/2021,New York,923.00,26040.00
1/28/2021,New York,883.00,29001.00
1/29/2021,New York,903.00,30440.00
1/30/2021,New York,776.00,24445.00
1/31/2021,New York,632.00,19838.00
2/1/2021,New York,567.00,13091.00
2/2/2021,New York,381.00,10959.00
2/3/2021,New York,508.00,14765.00
2/4/2021,New York,688.00,16496.00
2/5/2021,New York,872.00,25765.00
2/6/2021,New York,826.00,29701.00
2/7/2021,New York,656.00,22439.00
2/8/2021,New York,555.00,14620.00
2/9/2021,New York,531.00,15697.00
2/10/2021,New York,689.00,29504.00
3/1/2020,Niagara,0.00,0.00
3/2/2020,Niagara,0.00,0.00
3/3/2020,Niagara,0.00,0.00
3/4/2020,Niagara,0.00,0.00
3/5/2020,Niagara,0.00,0.00
3/6/2020,Niagara,0.00,0.00
3/7/2020,Niagara,0.00,0.00
3/8/2020,Niagara,0.00,1.00
3/9/2020,Niagara,0.00,0.00
3/10/2020,Niagara,0.00,0.00
3/11/2020,Niagara,0.00,1.00
3/12/2020,Niagara,0.00,1.00
3/13/2020,Niagara,0.00,0.00
3/14/2020,Niagara,0.00,1.00
3/15/2020,Niagara,0.00,0.00
3/16/2020,Niagara,0.00,1.00
3/17/2020,Niagara,0.00,1.00
3/18/2020,Niagara,1.00,10.00
3/19/2020,Niagara,2.00,4.00
3/20/2020,Niagara,1.00,6.00
3/21/2020,Niagara,2.00,9.00
3/22/2020,Niagara,4.00,38.00
3/23/2020,Niagara,1.00,15.00
3/24/2020,Niagara,1.00,16.00
3/25/2020,Niagara,2.00,10.00
3/26/2020,Niagara,9.00,55.00
3/27/2020,Niagara,10.00,57.00
3/28/2020,Niagara,5.00,18.00
3/29/2020,Niagara,3.00,6.00
3/30/2020,Niagara,1.00,15.00
3/31/2020,Niagara,4.00,13.00
4/1/2020,Niagara,30.00,89.00
4/2/2020,Niagara,18.00,61.00
4/3/2020,Niagara,7.00,47.00
4/4/2020,Niagara,15.00,54.00
4/5/2020,Niagara,4.00,44.00
4/6/2020,Niagara,6.00,44.00
4/7/2020,Niagara,8.00,39.00
4/8/2020,Niagara,12.00,53.00
4/9/2020,Niagara,10.00,79.00
4/10/2020,Niagara,11.00,46.00
4/11/2020,Niagara,16.00,62.00
4/12/2020,Niagara,6.00,29.00
4/13/2020,Niagara,8.00,48.00
4/14/2020,Niagara,7.00,57.00
4/15/2020,Niagara,12.00,82.00
4/16/2020,Niagara,11.00,56.00
4/17/2020,Niagara,7.00,53.00
4/18/2020,Niagara,12.00,69.00
4/19/2020,Niagara,9.00,48.00
4/20/2020,Niagara,5.00,53.00
4/21/2020,Niagara,8.00,49.00
4/22/2020,Niagara,27.00,195.00
4/23/2020,Niagara,37.00,192.00
4/24/2020,Niagara,12.00,107.00
4/25/2020,Niagara,24.00,142.00
4/26/2020,Niagara,10.00,95.00
4/27/2020,Niagara,8.00,89.00
4/28/2020,Niagara,15.00,130.00
4/29/2020,Niagara,19.00,154.00
4/30/2020,Niagara,20.00,239.00
5/1/2020,Niagara,17.00,269.00
5/2/2020,Niagara,17.00,184.00
5/3/2020,Niagara,19.00,318.00
5/4/2020,Niagara,15.00,198.00
5/5/2020,Niagara,41.00,353.00
5/6/2020,Niagara,39.00,282.00
5/7/2020,Niagara,17.00,257.00
5/8/2020,Niagara,22.00,273.00
5/9/2020,Niagara,16.00,359.00
5/10/2020,Niagara,12.00,176.00
5/11/2020,Niagara,16.00,186.00
5/12/2020,Niagara,19.00,343.00
5/13/2020,Niagara,20.00,330.00
5/14/2020,Niagara,33.00,530.00
5/15/2020,Niagara,27.00,383.00
5/16/2020,Niagara,22.00,421.00
5/17/2020,Niagara,26.00,325.00
5/18/2020,Niagara,27.00,271.00
5/19/2020,Niagara,13.00,370.00
5/20/2020,Niagara,22.00,540.00
5/21/2020,Niagara,17.00,655.00
5/22/2020,Niagara,30.00,501.00
5/23/2020,Niagara,14.00,355.00
5/24/2020,Niagara,14.00,501.00
5/25/2020,Niagara,10.00,366.00
5/26/2020,Niagara,7.00,247.00
5/27/2020,Niagara,12.00,502.00
5/28/2020,Niagara,24.00,583.00
5/29/2020,Niagara,12.00,447.00
5/30/2020,Niagara,17.00,495.00
5/31/2020,Niagara,9.00,420.00
6/1/2020,Niagara,2.00,485.00
6/2/2020,Niagara,19.00,655.00
6/3/2020,Niagara,18.00,739.00
6/4/2020,Niagara,14.00,726.00
6/5/2020,Niagara,10.00,999.00
6/6/2020,Niagara,3.00,521.00
6/7/2020,Niagara,4.00,419.00
6/8/2020,Niagara,9.00,942.00
6/9/2020,Niagara,4.00,510.00
6/10/2020,Niagara,7.00,623.00
6/11/2020,Niagara,7.00,718.00
6/12/2020,Niagara,11.00,630.00
6/13/2020,Niagara,12.00,745.00
6/14/2020,Niagara,3.00,464.00
6/15/2020,Niagara,2.00,424.00
6/16/2020,Niagara,6.00,505.00
6/17/2020,Niagara,6.00,850.00
6/18/2020,Niagara,2.00,977.00
6/19/2020,Niagara,3.00,621.00
6/20/2020,Niagara,4.00,531.00
6/21/2020,Niagara,1.00,402.00
6/22/2020,Niagara,2.00,371.00
6/23/2020,Niagara,4.00,803.00
6/24/2020,Niagara,4.00,963.00
6/25/2020,Niagara,10.00,606.00
6/26/2020,Niagara,10.00,820.00
6/27/2020,Niagara,3.00,513.00
6/28/2020,Niagara,2.00,385.00
6/29/2020,Niagara,6.00,622.00
6/30/2020,Niagara,3.00,517.00
7/1/2020,Niagara,11.00,987.00
7/2/2020,Niagara,14.00,763.00
7/3/2020,Niagara,15.00,683.00
7/4/2020,Niagara,7.00,476.00
7/5/2020,Niagara,6.00,360.00
7/6/2020,Niagara,7.00,442.00
7/7/2020,Niagara,10.00,718.00
7/8/2020,Niagara,8.00,826.00
7/9/2020,Niagara,12.00,835.00
7/10/2020,Niagara,7.00,533.00
7/11/2020,Niagara,6.00,720.00
7/12/2020,Niagara,2.00,266.00
7/13/2020,Niagara,9.00,685.00
7/14/2020,Niagara,5.00,665.00
7/15/2020,Niagara,8.00,930.00
7/16/2020,Niagara,7.00,933.00
7/17/2020,Niagara,4.00,419.00
7/18/2020,Niagara,7.00,509.00
7/19/2020,Niagara,2.00,209.00
7/20/2020,Niagara,4.00,640.00
7/21/2020,Niagara,7.00,736.00
7/22/2020,Niagara,10.00,586.00
7/23/2020,Niagara,3.00,707.00
7/24/2020,Niagara,12.00,1234.00
7/25/2020,Niagara,2.00,503.00
7/26/2020,Niagara,2.00,335.00
7/27/2020,Niagara,0.00,698.00
7/28/2020,Niagara,6.00,543.00
7/29/2020,Niagara,4.00,860.00
7/30/2020,Niagara,6.00,515.00
7/31/2020,Niagara,4.00,748.00
8/1/2020,Niagara,2.00,519.00
8/2/2020,Niagara,3.00,314.00
8/3/2020,Niagara,9.00,996.00
8/4/2020,Niagara,8.00,1332.00
8/5/2020,Niagara,4.00,639.00
8/6/2020,Niagara,21.00,646.00
8/7/2020,Niagara,3.00,997.00
8/8/2020,Niagara,4.00,462.00
8/9/2020,Niagara,2.00,283.00
8/10/2020,Niagara,12.00,925.00
8/11/2020,Niagara,2.00,652.00
8/12/2020,Niagara,4.00,551.00
8/13/2020,Niagara,6.00,821.00
8/14/2020,Niagara,5.00,597.00
8/15/2020,Niagara,3.00,573.00
8/16/2020,Niagara,0.00,319.00
8/17/2020,Niagara,3.00,459.00
8/18/2020,Niagara,9.00,590.00
8/19/2020,Niagara,3.00,757.00
8/20/2020,Niagara,9.00,768.00
8/21/2020,Niagara,10.00,683.00
8/22/2020,Niagara,9.00,646.00
8/23/2020,Niagara,1.00,286.00
8/24/2020,Niagara,10.00,591.00
8/25/2020,Niagara,4.00,520.00
8/26/2020,Niagara,5.00,913.00
8/27/2020,Niagara,5.00,734.00
8/28/2020,Niagara,5.00,605.00
8/29/2020,Niagara,7.00,957.00
8/30/2020,Niagara,6.00,532.00
8/31/2020,Niagara,8.00,856.00
9/1/2020,Niagara,6.00,895.00
9/2/2020,Niagara,3.00,789.00
9/3/2020,Niagara,3.00,767.00
9/4/2020,Niagara,5.00,806.00
9/5/2020,Niagara,7.00,503.00
9/6/2020,Niagara,4.00,394.00
9/7/2020,Niagara,5.00,547.00
9/8/2020,Niagara,4.00,502.00
9/9/2020,Niagara,3.00,637.00
9/10/2020,Niagara,5.00,724.00
9/11/2020,Niagara,7.00,743.00
9/12/2020,Niagara,7.00,585.00
9/13/2020,Niagara,4.00,420.00
9/14/2020,Niagara,4.00,679.00
9/15/2020,Niagara,1.00,445.00
9/16/2020,Niagara,9.00,1145.00
9/17/2020,Niagara,4.00,486.00
9/18/2020,Niagara,7.00,772.00
9/19/2020,Niagara,10.00,1161.00
9/20/2020,Niagara,4.00,444.00
9/21/2020,Niagara,5.00,564.00
9/22/2020,Niagara,8.00,711.00
9/23/2020,Niagara,15.00,884.00
9/24/2020,Niagara,10.00,981.00
9/25/2020,Niagara,7.00,609.00
9/26/2020,Niagara,4.00,990.00
9/27/2020,Niagara,3.00,548.00
9/28/2020,Niagara,3.00,1727.00
9/29/2020,Niagara,5.00,1119.00
9/30/2020,Niagara,11.00,1127.00
10/1/2020,Niagara,10.00,1480.00
10/2/2020,Niagara,4.00,1139.00
10/3/2020,Niagara,15.00,1260.00
10/4/2020,Niagara,6.00,738.00
10/5/2020,Niagara,6.00,906.00
10/6/2020,Niagara,2.00,640.00
10/7/2020,Niagara,13.00,1305.00
10/8/2020,Niagara,17.00,1448.00
10/9/2020,Niagara,10.00,890.00
10/10/2020,Niagara,13.00,870.00
10/11/2020,Niagara,7.00,1159.00
10/12/2020,Niagara,5.00,495.00
10/13/2020,Niagara,4.00,899.00
10/14/2020,Niagara,17.00,1204.00
10/15/2020,Niagara,10.00,1440.00
10/16/2020,Niagara,8.00,1287.00
10/17/2020,Niagara,12.00,838.00
10/18/2020,Niagara,3.00,437.00
10/19/2020,Niagara,7.00,996.00
10/20/2020,Niagara,18.00,1095.00
10/21/2020,Niagara,11.00,1154.00
10/22/2020,Niagara,19.00,1220.00
10/23/2020,Niagara,16.00,1676.00
10/24/2020,Niagara,9.00,767.00
10/25/2020,Niagara,9.00,835.00
10/26/2020,Niagara,15.00,793.00
10/27/2020,Niagara,10.00,840.00
10/28/2020,Niagara,13.00,1043.00
10/29/2020,Niagara,20.00,1132.00
10/30/2020,Niagara,16.00,1223.00
10/31/2020,Niagara,13.00,882.00
11/1/2020,Niagara,18.00,690.00
11/2/2020,Niagara,11.00,1122.00
11/3/2020,Niagara,25.00,656.00
11/4/2020,Niagara,40.00,1301.00
11/5/2020,Niagara,43.00,1161.00
11/6/2020,Niagara,39.00,1519.00
11/7/2020,Niagara,41.00,868.00
11/8/2020,Niagara,38.00,813.00
11/9/2020,Niagara,75.00,1523.00
11/10/2020,Niagara,38.00,945.00
11/11/2020,Niagara,59.00,1437.00
11/12/2020,Niagara,52.00,1486.00
11/13/2020,Niagara,62.00,1293.00
11/14/2020,Niagara,30.00,841.00
11/15/2020,Niagara,45.00,1000.00
11/16/2020,Niagara,45.00,963.00
11/17/2020,Niagara,71.00,1379.00
11/18/2020,Niagara,65.00,2123.00
11/19/2020,Niagara,89.00,1986.00
11/20/2020,Niagara,65.00,1608.00
11/21/2020,Niagara,64.00,1633.00
11/22/2020,Niagara,61.00,1615.00
11/23/2020,Niagara,48.00,698.00
11/24/2020,Niagara,105.00,1631.00
11/25/2020,Niagara,79.00,1564.00
11/26/2020,Niagara,154.00,1867.00
11/27/2020,Niagara,83.00,1303.00
11/28/2020,Niagara,86.00,1177.00
11/29/2020,Niagara,106.00,1507.00
11/30/2020,Niagara,145.00,1478.00
12/1/2020,Niagara,123.00,1137.00
12/2/2020,Niagara,154.00,2211.00
12/3/2020,Niagara,183.00,1835.00
12/4/2020,Niagara,199.00,2575.00
12/5/2020,Niagara,135.00,1938.00
12/6/2020,Niagara,139.00,1267.00
12/7/2020,Niagara,125.00,1530.00
12/8/2020,Niagara,189.00,1642.00
12/9/2020,Niagara,112.00,1880.00
12/10/2020,Niagara,159.00,2217.00
12/11/2020,Niagara,185.00,2152.00
12/12/2020,Niagara,184.00,1863.00
12/13/2020,Niagara,110.00,1446.00
12/14/2020,Niagara,128.00,1429.00
12/15/2020,Niagara,114.00,1257.00
12/16/2020,Niagara,126.00,1974.00
12/17/2020,Niagara,198.00,2306.00
12/18/2020,Niagara,127.00,1883.00
12/19/2020,Niagara,136.00,1830.00
12/20/2020,Niagara,127.00,1642.00
12/21/2020,Niagara,165.00,2066.00
12/22/2020,Niagara,157.00,2364.00
12/23/2020,Niagara,152.00,2168.00
12/24/2020,Niagara,172.00,2751.00
12/25/2020,Niagara,101.00,1169.00
12/26/2020,Niagara,79.00,1641.00
12/27/2020,Niagara,139.00,1138.00
12/28/2020,Niagara,177.00,1584.00
12/29/2020,Niagara,127.00,1241.00
12/30/2020,Niagara,203.00,2450.00
12/31/2020,Niagara,301.00,2632.00
1/1/2021,Niagara,156.00,1776.00
1/2/2021,Niagara,182.00,1491.00
1/3/2021,Niagara,176.00,1558.00
1/4/2021,Niagara,134.00,1264.00
1/5/2021,Niagara,288.00,3133.00
1/6/2021,Niagara,125.00,1805.00
1/7/2021,Niagara,292.00,2475.00
1/8/2021,Niagara,266.00,2701.00
1/9/2021,Niagara,236.00,2489.00
1/10/2021,Niagara,85.00,1098.00
1/11/2021,Niagara,203.00,2356.00
1/12/2021,Niagara,187.00,2768.00
1/13/2021,Niagara,173.00,1831.00
1/14/2021,Niagara,286.00,3992.00
1/15/2021,Niagara,130.00,2237.00
1/16/2021,Niagara,158.00,2176.00
1/17/2021,Niagara,111.00,1285.00
1/18/2021,Niagara,210.00,1772.00
1/19/2021,Niagara,86.00,1258.00
1/20/2021,Niagara,181.00,2827.00
1/21/2021,Niagara,192.00,2393.00
1/22/2021,Niagara,116.00,2793.00
1/23/2021,Niagara,125.00,1822.00
1/24/2021,Niagara,90.00,1513.00
1/25/2021,Niagara,123.00,1254.00
1/26/2021,Niagara,139.00,1967.00
1/27/2021,Niagara,155.00,2067.00
1/28/2021,Niagara,132.00,2023.00
1/29/2021,Niagara,108.00,2211.00
1/30/2021,Niagara,100.00,1854.00
1/31/2021,Niagara,62.00,1101.00
2/1/2021,Niagara,44.00,875.00
2/2/2021,Niagara,90.00,1121.00
2/3/2021,Niagara,130.00,2042.00
2/4/2021,Niagara,92.00,1636.00
2/5/2021,Niagara,112.00,2966.00
2/6/2021,Niagara,76.00,1854.00
2/7/2021,Niagara,68.00,1122.00
2/8/2021,Niagara,27.00,917.00
2/9/2021,Niagara,76.00,1694.00
2/10/2021,Niagara,90.00,2364.00
3/1/2020,Oneida,0.00,0.00
3/2/2020,Oneida,0.00,0.00
3/3/2020,Oneida,0.00,0.00
3/4/2020,Oneida,0.00,2.00
3/5/2020,Oneida,0.00,0.00
3/6/2020,Oneida,0.00,0.00
3/7/2020,Oneida,0.00,0.00
3/8/2020,Oneida,0.00,0.00
3/9/2020,Oneida,0.00,0.00
3/10/2020,Oneida,0.00,0.00
3/11/2020,Oneida,0.00,1.00
3/12/2020,Oneida,0.00,1.00
3/13/2020,Oneida,0.00,1.00
3/14/2020,Oneida,0.00,1.00
3/15/2020,Oneida,0.00,3.00
3/16/2020,Oneida,0.00,1.00
3/17/2020,Oneida,0.00,4.00
3/18/2020,Oneida,2.00,14.00
3/19/2020,Oneida,0.00,7.00
3/20/2020,Oneida,2.00,59.00
3/21/2020,Oneida,1.00,30.00
3/22/2020,Oneida,2.00,36.00
3/23/2020,Oneida,1.00,24.00
3/24/2020,Oneida,1.00,48.00
3/25/2020,Oneida,4.00,22.00
3/26/2020,Oneida,0.00,41.00
3/27/2020,Oneida,10.00,43.00
3/28/2020,Oneida,3.00,26.00
3/29/2020,Oneida,8.00,26.00
3/30/2020,Oneida,6.00,57.00
3/31/2020,Oneida,10.00,58.00
4/1/2020,Oneida,11.00,82.00
4/2/2020,Oneida,10.00,77.00
4/3/2020,Oneida,9.00,58.00
4/4/2020,Oneida,7.00,55.00
4/5/2020,Oneida,13.00,87.00
4/6/2020,Oneida,18.00,90.00
4/7/2020,Oneida,7.00,59.00
4/8/2020,Oneida,33.00,104.00
4/9/2020,Oneida,14.00,85.00
4/10/2020,Oneida,9.00,42.00
4/11/2020,Oneida,14.00,83.00
4/12/2020,Oneida,11.00,61.00
4/13/2020,Oneida,23.00,100.00
4/14/2020,Oneida,17.00,79.00
4/15/2020,Oneida,3.00,32.00
4/16/2020,Oneida,12.00,82.00
4/17/2020,Oneida,7.00,85.00
4/18/2020,Oneida,7.00,52.00
4/19/2020,Oneida,4.00,75.00
4/20/2020,Oneida,5.00,133.00
4/21/2020,Oneida,17.00,117.00
4/22/2020,Oneida,16.00,174.00
4/23/2020,Oneida,6.00,67.00
4/24/2020,Oneida,41.00,401.00
4/25/2020,Oneida,20.00,112.00
4/26/2020,Oneida,13.00,128.00
4/27/2020,Oneida,14.00,132.00
4/28/2020,Oneida,11.00,124.00
4/29/2020,Oneida,17.00,145.00
4/30/2020,Oneida,12.00,149.00
5/1/2020,Oneida,23.00,185.00
5/2/2020,Oneida,15.00,149.00
5/3/2020,Oneida,61.00,241.00
5/4/2020,Oneida,24.00,247.00
5/5/2020,Oneida,5.00,234.00
5/6/2020,Oneida,30.00,375.00
5/7/2020,Oneida,11.00,323.00
5/8/2020,Oneida,18.00,296.00
5/9/2020,Oneida,22.00,329.00
5/10/2020,Oneida,9.00,269.00
5/11/2020,Oneida,7.00,161.00
5/12/2020,Oneida,10.00,397.00
5/13/2020,Oneida,12.00,376.00
5/14/2020,Oneida,15.00,268.00
5/15/2020,Oneida,38.00,342.00
5/16/2020,Oneida,9.00,209.00
5/17/2020,Oneida,12.00,318.00
5/18/2020,Oneida,13.00,326.00
5/19/2020,Oneida,17.00,775.00
5/20/2020,Oneida,15.00,779.00
5/21/2020,Oneida,11.00,815.00
5/22/2020,Oneida,36.00,1305.00
5/23/2020,Oneida,14.00,659.00
5/24/2020,Oneida,27.00,930.00
5/25/2020,Oneida,12.00,427.00
5/26/2020,Oneida,12.00,488.00
5/27/2020,Oneida,30.00,927.00
5/28/2020,Oneida,29.00,1284.00
5/29/2020,Oneida,18.00,757.00
5/30/2020,Oneida,21.00,1108.00
5/31/2020,Oneida,9.00,677.00
6/1/2020,Oneida,13.00,613.00
6/2/2020,Oneida,9.00,1128.00
6/3/2020,Oneida,11.00,892.00
6/4/2020,Oneida,8.00,1050.00
6/5/2020,Oneida,50.00,1505.00
6/6/2020,Oneida,16.00,1276.00
6/7/2020,Oneida,27.00,1207.00
6/8/2020,Oneida,15.00,569.00
6/9/2020,Oneida,18.00,806.00
6/10/2020,Oneida,13.00,970.00
6/11/2020,Oneida,21.00,1900.00
6/12/2020,Oneida,16.00,1048.00
6/13/2020,Oneida,20.00,978.00
6/14/2020,Oneida,7.00,517.00
6/15/2020,Oneida,21.00,719.00
6/16/2020,Oneida,6.00,675.00
6/17/2020,Oneida,25.00,1218.00
6/18/2020,Oneida,25.00,1010.00
6/19/2020,Oneida,21.00,786.00
6/20/2020,Oneida,15.00,679.00
6/21/2020,Oneida,23.00,1126.00
6/22/2020,Oneida,5.00,558.00
6/23/2020,Oneida,24.00,802.00
6/24/2020,Oneida,34.00,1082.00
6/25/2020,Oneida,41.00,2025.00
6/26/2020,Oneida,27.00,664.00
6/27/2020,Oneida,39.00,926.00
6/28/2020,Oneida,30.00,748.00
6/29/2020,Oneida,11.00,626.00
6/30/2020,Oneida,15.00,746.00
7/1/2020,Oneida,30.00,1005.00
7/2/2020,Oneida,36.00,894.00
7/3/2020,Oneida,17.00,855.00
7/4/2020,Oneida,17.00,790.00
